FT,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,volNQdiff,volYMdiff,vpm5,vpm10,vpm15,vpm30,vpm60
1729482600000,442,253,259.3333,249.8333,216.5833,74.7036,70.437,76.9179,104.0785,-3.0053,56.2079,-0.0028,-0.0025,-0.0019,-0.0002,-0.0003
1729482900000,265,353.5,257,228.6667,222.0833,-25.0354,3.1128,15.8892,19.3246,-19.9452,22.476,-0.0009,-0.0021,-0.0019,-0.0009,-0.0005
1729483200000,142,203.5,283,228.3333,217.3333,-30.2211,-49.8233,-37.8102,-34.6626,-21.549,1.0433,-0.0035,-0.0018,-0.0024,-0.0015,-0.0005
1729483500000,161,151.5,189.3333,224.3333,215.4167,6.2706,-14.9648,-28.2318,-25.2611,23.0642,-42.0249,0,-0.0017,-0.0013,-0.0017,-0.0008
1729483800000,218,189.5,173.6667,215.3333,222.5,15.0396,25.5278,1.2384,-2.0225,48.141,-40.5199,0.0023,0.0013,0,-0.0012,-0.0004
1729484100000,170,194,183,233,222.5833,-12.3711,-7.1038,-27.0386,-23.6241,25.7412,-14.6791,0,0.0013,0.0009,-0.0011,-0.0002
1729484400000,232,201,206.6667,198,223.9167,15.4229,12.2581,17.1717,3.61,-36.7244,22.4349,-0.0022,-0.0012,0,-0.0006,-0.0004
1729484700000,66,149,156,164.8333,196.75,-55.7047,-57.6923,-59.9596,-66.4549,1.8239,-51.1876,0.0038,-0.0008,-0.0005,-0.0003,-0.0006
1729485000000,79,72.5,125.6667,154.3333,191.3333,8.9655,-37.1353,-48.8121,-58.7108,14.612,21.7401,-0.0063,-0.0017,-0.002,-0.0003,-0.001
1729485300000,188,133.5,111,158.8333,191.5833,40.824,69.3694,18.3631,-1.8704,50.608,15.1784,-0.0027,-0.0037,-0.0023,-0.0008,-0.0013
1729485600000,441,314.5,236,196,205.6667,40.2226,86.8644,125,114.4246,50.1152,2.9006,-0.0017,-0.002,-0.0025,-0.0017,-0.0014
1729485900000,210,325.5,279.6667,202.6667,217.8333,-35.4839,-24.9106,3.6184,-3.596,22.2972,14.6074,0,-0.0012,-0.0015,-0.0016,-0.0013
1729486200000,282,246,311,211,204.5,14.6341,-9.3248,33.6493,37.8973,-43.7943,74.347,-0.0018,-0.001,-0.0013,-0.0016,-0.0011
1729486500000,153,217.5,215,225.5,195.1667,-29.6552,-28.8372,-32.1508,-21.6055,1.3432,-19.8701,0,-0.0011,-0.0008,-0.0017,-0.0011
1729486800000,278,215.5,237.6667,258.6667,206.5,29.0023,16.9705,7.4742,34.6247,-76.4053,-1.0685,0,0,-0.0007,-0.0011,-0.0008
1729487100000,329,303.5,253.3333,282.1667,220.5,8.402,29.8684,16.5978,49.2063,-25.6342,-73.8784,-0.0023,-0.0012,-0.001,-0.0012,-0.001
1729487400000,391,360,332.6667,273.8333,234.9167,8.6111,17.5351,42.7876,66.442,30.2876,-25.3058,-0.0006,-0.0014,-0.001,-0.0009,-0.0012
1729487700000,343,367,354.3333,296,249.3333,-6.5395,-3.1985,15.8784,37.5668,23.4154,-1.6041,-0.0015,-0.001,-0.0014,-0.0011,-0.0013
1729488000000,423,383,385.6667,319.5,265.25,10.4439,9.6802,32.3944,59.4722,35.7501,21.4853,0.0006,-0.0003,-0.0004,-0.0007,-0.001
1729488300000,351,387,372.3333,352.5,289,-9.3023,-5.7296,-0.4255,21.4533,28.7858,-13.7234,0,0.0003,-0.0002,-0.0006,-0.001
1729488600000,638,494.5,470.6667,412.5,335.5833,29.0192,35.5524,54.6667,90.1167,37.0807,33.5399,-0.0008,-0.0005,-0.0002,-0.0007,-0.0009
1729488900000,525,581.5,504.6667,445.1667,363.6667,-9.7163,4.0291,17.9334,44.363,-26.3515,54.3675,-0.0024,-0.0015,-0.0012,-0.0008,-0.001
1729489200000,527,526,563.3333,467.8333,370.8333,0.1901,-6.4497,12.647,42.1124,-22.915,23.4578,0.0019,-0.0002,-0.0004,-0.0004,-0.0006
1729489500000,336,431.5,462.6667,466.6667,381.3333,-22.1321,-27.3775,-28,-11.8881,0.4211,21.2711,-0.0015,0.0006,-0.0005,-0.0004,-0.0007
1729489800000,354,345,405.6667,455.1667,387.3333,2.6087,-12.7362,-22.2263,-8.6059,24.5809,32.5278,0,-0.0007,0.0004,-0.0005,-0.0005
1729490100000,445,399.5,378.3333,470.8333,411.6667,11.3892,17.6211,-5.4867,8.0972,-43.749,20.356,-0.0011,-0.0006,-0.0009,-0.0006,-0.0006
1729490400000,454,449.5,417.6667,440.1667,426.3333,1.0011,8.6991,3.1427,6.4894,-35.021,-101.9482,0.0017,0.0003,0.0002,-0.0002,-0.0004
1729490700000,287,370.5,395.3333,400.5,422.8333,-22.5371,-27.403,-28.3396,-32.1246,-23.1743,-52.4074,0,0.001,0.0002,0.0003,-0.0003
1729491000000,379,333,373.3333,375.8333,421.8333,13.8138,1.5179,0.8426,-10.1541,21.8774,-31.625,-0.002,-0.0011,0,-0.0004,-0.0004
1729491300000,516,447.5,394,405.8333,436.25,15.3073,30.9645,27.1458,18.2808,-13.2922,-9.1423,0.0019,0.0003,0.0002,0.0002,-0.0001
1729491600000,440,478,445,420.1667,437.6667,-7.9498,-1.1236,4.7203,0.5331,22.8775,27.4008,0,0.001,0.0002,0.0002,-0.0001
1729491900000,358,399,438,405.6667,438.25,-10.2757,-18.2648,-11.7502,-18.3115,24.618,24.7737,-0.0021,-0.0009,0.0002,0.0001,-0.0003
1729492200000,416,387,404.6667,399.3333,419.75,7.4935,2.8007,4.1736,-0.8934,44.984,-14.874,-0.0012,-0.0016,-0.001,-0.0004,-0.0003
1729492500000,457,436.5,410.3333,427.6667,414.0833,4.6964,11.3729,6.8589,10.3643,-38.0922,51.8446,-0.0005,-0.0009,-0.0012,-0.0005,-0.0001
