FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1727209200000,81.6514,4.7216,0,0,43197,0.27,0.61,0.48,980,7.9197,116.1108,-5.6419,23.3714,62.7356,-20.4082,0.4991,_3upR
1727209500000,91,7.5875,1,0,135338,0.23,0.03,0.63,985,42.4407,120.9956,1.558,22.7729,65.1326,-9.1837,-0.1599,_3upR
1727209800000,86.7347,0.2727,1,0,30167,0.1,0.31,0.74,990,26.1487,104.6748,-2.7696,22.2242,63.512,-13.2653,0.4,_3upR
1727210100000,89.2157,0.2322,1,0,36958,0.12,0.4,0.8,995,159.392,106.9857,-0.6151,22.5557,64.9395,-10.7843,0.53,_2dnR
1727210400000,90.1961,1.4806,1,0,29889,0.1,0.26,0.74,1000,158.5569,101.6581,-6.6035,22.8595,65.1871,-9.8039,0.28,_2dnR
1727210700000,88.2353,-0.9804,1,0,15151,0.02,0.15,0.58,1005,89.3399,90.5745,-6.6746,23.0323,64.1978,-11.7647,0.07,_2dnR
1727211000000,86.2745,-1.9608,1,0,23570,-0.0395,0.09,0.71,1010,149.0437,84.0745,-5.1844,22.5479,63.1523,-13.7255,0.2291,_2dnR
1727211300000,81.3725,-3.9216,1,0,20082,-0.08,0.01,-0.03,1015,220.8496,67.6117,-3.8376,22.2553,60.4665,-34.5455,-0.6601,_2dnR
1727211600000,81.3725,-1.634,1,0,1941,-0.03,-0.05,0.29,1020,26.0621,60.3717,-8.1958,21.9871,60.4665,-34.5455,-0.44,_3upR
1727211900000,82.3529,0.6536,1,0,1665,-0.06,-0.0795,0.33,1025,30.9047,54.2776,-4.6463,22.4512,60.8627,-33.3333,-0.46,_3upR
1727212200000,80.3922,-0.9804,1,0,12423,0,-0.09,0.16,1030,284.4039,25.246,-8.8583,22.7428,59.5605,-50.7614,-0.57,_3upR
1727212500000,83.3333,1.3072,1,0,183,-0.04,-0.01,0.1,1035,5.2375,39.6283,-9.5761,23.0937,60.9284,-43.1472,-0.46,_2dnR
1727212800000,84.3137,1.634,1,0,1407,0.02,-0.04,0.07,1040,63.9518,42.3153,-9.4801,23.504,61.4032,-40.6091,-0.6291,_2dnR
1727213100000,70.9091,-8.6096,0,0,5732,0.01,0.04,0.04,1045,420.659,46.0513,-3.8509,24.4024,61.4032,-69.5652,0,_3upR
1727213400000,64,-9.0743,0,0,1137,-0.038,-0.068,-0.058,1050,86.4097,-7.0146,-9.7437,25.0515,58.2047,-99,-0.328,_2dnR
1727213700000,70,1.697,0,0,400,-0.002,0.018,-0.0615,1055,32.2071,53.6212,-7.7716,25.9724,60.3398,-62.2642,-0.392,_3upR
1727214000000,67.0051,0.0034,0,0,3083,0.07,0.04,-0.02,1060,442.4132,122.3059,-8.1976,27.0985,62.2117,-30,-0.2,_2dnR
1727214300000,49.2386,-12.8426,0,0,14799,-0.0009,-0.04,-0.04,1065,954.8485,-9.0667,-4.0838,27.3479,55.914,-100,-0.21,_3upR
1727214600000,59.3909,0.846,0,0,700,0,0,-0.04,1070,46.4012,86.2103,-6.5378,27.5766,58.5309,-60,-0.1,_3upR
1727215200000,26.087,-18.8185,0,0,7838,-0.04,0.03,0.03,1080,480.4178,58.2355,-1.4942,28.591,57.5984,-75,0.05,_3upR
1727215500000,5,-25.1593,0,0,549,0.01,0.0091,-0.06,1085,34.3699,8.8223,-10.1274,29.5209,55.6637,-91.6667,0.028,_3upR
1727215800000,100,56.3043,0,0,4439,0.02,0.09,0.11,1090,242.2105,185.2635,-5.8973,31.2992,63.6548,-0,0.162,_1dn
1727216100000,78.5714,17.381,0,0,3716,0.09,0.04,0.08,1095,198.7866,134.5083,-9.5706,33.0027,61.635,-21.4286,0.14,_1dn
1727216400000,14.2857,-50,0,0,512,-0.06,0.02,-0.02,1100,49.4239,18.9213,-2.8882,32.7447,53.3281,-85.7143,0.07,_2dnR
1727216700000,0,-30.9524,0,0,2024,-0.15,-0.13,-0.06,1105,181.7909,-19.1867,0.7839,31.8706,50.0571,-100,-0.04,_2dnR
1727217000000,33.3333,17.4603,0,0,1335,-0.0342,-0.04,-0.02,1110,181.8985,-9.1716,0.0459,29.7384,50.0571,-66.6667,-0.08,_3upR
1727217300000,16.6667,0,0,1,5426,-0.11,-0.14,-0.0609,1115,532.6022,-35.3092,-3.7277,27.7839,46.6517,-83.3333,-0.062,_4up
1727217600000,25,0,0,0,971,-0.01,-0.17,-0.08,1120,118.9477,-6.4117,-1.2947,26.4225,48.5605,-75,-0.188,_4up
1727217900000,42.0833,14.1667,0,0,1194,0.031,-0.0132,-0.069,1125,178.4811,35.3415,-3.6407,25.722,52.3715,-57.9167,-0.179,_4up
1727218200000,66.6667,22.0833,0,0,200,0.1,0.01,0.06,1130,30.7401,84.9541,-7.5401,25.2154,57.3339,-33.3333,0.07,_4up
1727219100000,91.6667,24.8611,0,0,1140,0.07,0.15,0.01,1145,190.3546,125.0188,-5.0441,25.5204,61.7546,-8.3333,0.14,_3upR
1727219400000,100,13.8889,1,0,175,0.12,0.21,0.16,1150,32.9517,143.9046,-6.6367,26.4601,65.6385,-0,0.21,_2dnR
1727219700000,100,2.7778,1,0,600,0.1,0.23,0.11,1155,240.3979,129.949,-6.5456,27.426,66.2615,-0,0.242,_1dn
1727220000000,100,0,1,0,100,0.01,0.14,0.06,1160,50.3023,121.9462,-6.5456,28.3115,66.2615,-0,0.138,_1dn
1727220300000,82.7586,-11.4943,1,0,101,-0.05,0.08,0.1258,1165,74.7672,91.8751,-5.6472,27.9079,59.8094,-17.2414,0.099,_1dn
1727220600000,51.7241,-26.4368,0,0,3232,-0.14,-0.04,0,1170,1035.7653,41.2187,4.5045,25.7704,50.2092,-48.2759,-0.03,_2dnR
1727220900000,55.1724,-8.046,0,0,2300,-0.08,-0.12,0.09,1175,605.5724,42.7623,-1.1237,23.8111,51.1595,-44.8276,0,_2dnR
1727221200000,51.7241,-1.1494,0,0,287,-0.09,-0.14,0.08,1180,74.2757,32.834,-2.2769,21.8279,50.1161,-56,-0.08,_2dnR
1727221500000,44.8276,-5.7471,0,0,10615,-0.07,-0.16,0.07,1185,1093.1872,11.9303,-1.1788,20.3952,47.981,-64.154,-0.09,_3upR
1727221800000,34.4828,-9.1954,0,0,2713,-0.08,-0.14,-0.05,1190,241.477,-15.2578,-2.3405,19.6406,44.854,-100,-0.02,_2dnR
1727222100000,41.3793,1.1494,0,0,7882,-0.03,-0.12,-0.04,1195,499.6363,-3.2458,-1.2508,19.1332,47.3495,-85,-0.011,_4up
1727222400000,51.7241,9.1954,0,0,1,0.02,-0.05,-0.04,1200,0.072,20.1304,-5.62,18.1798,50.9794,-70,-0.04,_1dn
1727222700000,27.5862,-12.6437,0,0,5,-0.02,-0.1,-0.2,1205,0.3984,-17.6598,-5.7434,18.5718,43.3685,-100,-0.22,_1dn
1727223000000,80,26.8966,0,0,1,0.09,0.09,-0.05,1210,0.0808,97.2805,-2.6535,18.0966,58.7313,-23.8095,-0.11,_1dn
1727223300000,0,-35.8621,0,0,12,-0.3,-0.35,-0.51,1215,1.9368,-94.7849,1.4683,20.0039,31.7326,-100,-0.6,_2dnR
1727223600000,4.6875,-23.5417,0,0,25,-0.56,-0.42,-0.56,1220,5.4002,-71.7048,1.9205,22.383,28.6132,-94.9153,-0.65,_2dnR
1727223900000,32.8125,20.3125,0,0,6,-0.04,-0.29,-0.38,1225,205.4334,-6.5383,2.5497,23.9317,40.1635,-64.4068,-0.399,_1dn
1727224200000,14.0625,-3.125,0,1,151,-0.04,-0.34,-0.46,1230,1292.2343,-24.5322,-2.3421,25.3513,35.9349,-84.7458,-0.4,_2dnR
1727224500000,11.5942,-7.8955,0,1,699,-0.02,-0.56,-0.5,1235,1337.926,-23.6756,-1.7674,27.3679,33.9834,-87.5,-0.34,_2dnR
1727224800000,0,-8.5522,0,1,53,-0.26,-0.35,-0.6,1240,95.884,-33.7122,6.3196,28.1808,30.1174,-100,-0.56,_4up
1727225100000,17.5676,7.847,0,1,941,-0.02,-0.1,-0.45,1245,859.1091,3.6681,-0.5587,28.9259,37.8326,-81.1594,0.06,_2dnR
