FT,ToD,DoW,MO,DIR,MOVE
1717609500000,825,3,1,up,mv
1717609800000,830,3,1,up,nm
1717610100000,835,3,1,up,nm
1717610400000,840,3,1,dn,nm
1717610700000,845,3,1,dn,nm
1717611000000,850,3,1,up,mv
1717611300000,855,3,1,dn,mv
1717611600000,860,3,1,up,mv
1717611900000,865,3,1,up,mv
1717612200000,870,3,1,dn,nm
1717612500000,875,3,1,up,nm
1717612800000,880,3,1,dn,nm
1717613100000,885,3,1,up,nm
1717613400000,890,3,1,dn,nm
1717613700000,895,3,1,up,mv
1717614000000,900,3,1,dn,nm
1717614300000,905,3,1,up,nm
1717614600000,910,3,1,up,mv
1717614900000,915,3,1,dn,mv
1717615200000,920,3,1,dn,nm
1717615500000,925,3,1,up,nm
1717615800000,930,3,1,up,mv
1717616100000,935,3,1,dn,mv
1717616400000,940,3,1,dn,mv
1717616700000,945,3,0,up,mv
1717617000000,950,3,0,up,nm
1717617300000,955,3,0,dn,mv
1717617600000,960,3,0,up,mv
1717617900000,965,3,0,dn,mv
1717618200000,970,3,0,up,mv
1717618500000,975,3,0,up,nm
1717618800000,980,3,0,dn,nm
1717619100000,985,3,0,dn,nm
1717619400000,990,3,0,up,nm
1717619700000,995,3,0,up,nm
1717620000000,1000,3,0,dn,nm
1717620300000,1005,3,0,up,nm
1717620600000,1010,3,0,dn,nm
1717620900000,1015,3,0,up,nm
1717624800000,1080,4,0,up,nm
1717625100000,1085,4,0,dn,nm
1717625400000,1090,4,0,dn,nm
1717625700000,1095,4,0,dn,nm
1717626000000,1100,4,0,dn,mv
1717626300000,1105,4,0,up,mv
1717626600000,1110,4,0,up,mv
1717626900000,1115,4,0,up,nm
1717627200000,1120,4,0,up,nm
1717627500000,1125,4,0,dn,mv
1717627800000,1130,4,0,up,nm
1717628100000,1135,4,0,up,nm
1717628400000,1140,4,0,dn,nm
1717628700000,1145,4,0,up,nm
1717629000000,1150,4,0,dn,nm
1717629300000,1155,4,0,dn,nm
1717629600000,1160,4,0,dn,nm
1717629900000,1165,4,0,dn,nm
1717630200000,1170,4,0,dn,nm
1717630500000,1175,4,0,dn,nm
1717630800000,1180,4,0,up,nm
1717631100000,1185,4,0,dn,mv
1717631400000,1190,4,0,dn,mv
1717631700000,1195,4,0,dn,mv
1717632000000,1200,4,0,dn,mv
1717632300000,1205,4,0,dn,nm
1717632600000,1210,4,0,dn,nm
1717632900000,1215,4,0,up,nm
1717633200000,1220,4,0,dn,mv
1717633500000,1225,4,0,dn,nm
1717633800000,1230,4,0,dn,mv
1717634100000,1235,4,0,up,mv
1717634400000,1240,4,0,up,nm
1717634700000,1245,4,0,dn,nm
1717635000000,1250,4,0,up,nm
1717635300000,1255,4,0,dn,nm
1717635600000,1260,4,0,dn,mv
1717635900000,1265,4,0,up,mv
1717636200000,1270,4,0,up,mv
1717636500000,1275,4,0,dn,nm
1717636800000,1280,4,0,up,nm
1717637100000,1285,4,0,up,nm
1717637400000,1290,4,0,dn,mv
1717637700000,1295,4,0,up,mv
1717638000000,1300,4,0,up,mv
1717638300000,1305,4,0,up,mv
1717638600000,1310,4,0,dn,mv
1717638900000,1315,4,0,up,nm
1717639200000,1320,4,0,dn,nm
1717639500000,1325,4,0,up,mv
1717639800000,1330,4,0,dn,nm
1717640100000,1335,4,0,dn,nm
1717640400000,1340,4,0,dn,nm
1717640700000,1345,4,0,dn,nm
1717641000000,1350,4,0,up,nm
1717641300000,1355,4,0,dn,nm
1717641600000,1360,4,0,dn,nm
1717641900000,1365,4,0,dn,mv
1717642200000,1370,4,0,dn,mv
1717642500000,1375,4,0,up,mv
1717642800000,1380,4,0,dn,mv
1717643100000,1385,4,0,up,mv
1717643400000,1390,4,0,up,mv
1717643700000,1395,4,0,dn,nm
1717644000000,1400,4,0,up,nm
1717644300000,1405,4,0,dn,mv
1717644600000,1410,4,0,dn,mv
1717644900000,1415,4,0,dn,mv
1717645200000,1420,4,0,up,nm
1717645500000,1425,4,0,dn,mv
1717645800000,1430,4,0,dn,mv
1717646100000,1435,4,0,dn,mv
1717646400000,0,4,0,dn,nm
1717646700000,5,4,0,dn,mv
1717647000000,10,4,0,up,nm
1717647300000,15,4,0,dn,nm
1717647600000,20,4,0,up,mv
1717647900000,25,4,0,dn,nm
1717648200000,30,4,0,up,mv
1717648500000,35,4,0,dn,nm
1717648800000,40,4,0,up,nm
1717649100000,45,4,0,dn,mv
1717649400000,50,4,0,dn,mv
1717649700000,55,4,0,dn,mv
1717650000000,60,4,0,dn,nm
1717650300000,65,4,0,up,mv
1717650600000,70,4,0,dn,mv
1717650900000,75,4,0,dn,mv
1717651200000,80,4,0,dn,mv
1717651500000,85,4,0,up,nm
1717651800000,90,4,0,dn,nm
1717652100000,95,4,0,up,mv
1717652400000,100,4,0,dn,nm
1717652700000,105,4,0,dn,mv
1717653000000,110,4,0,up,nm
1717653300000,115,4,0,dn,mv
1717653600000,120,4,0,up,nm
1717653900000,125,4,0,dn,mv
1717654200000,130,4,0,dn,nm
1717654500000,135,4,0,up,mv
1717654800000,140,4,0,up,mv
1717655100000,145,4,0,dn,nm
1717655400000,150,4,0,dn,mv
1717655700000,155,4,0,up,mv
1717656000000,160,4,0,up,mv
1717656300000,165,4,0,up,nm
1717656600000,170,4,0,dn,mv
1717656900000,175,4,0,dn,nm
1717657200000,180,4,0,dn,mv
1717657500000,185,4,0,up,nm
1717657800000,190,4,0,up,mv
1717658100000,195,4,0,dn,mv
1717658400000,200,4,0,dn,mv
1717658700000,205,4,0,dn,mv
1717659000000,210,4,0,up,mv
1717659300000,215,4,0,dn,nm
1717659600000,220,4,0,up,mv
1717659900000,225,4,0,up,mv
1717660200000,230,4,0,up,mv
1717660500000,235,4,0,dn,nm
1717660800000,240,4,0,up,mv
1717661100000,245,4,0,dn,mv
1717661400000,250,4,0,up,mv
1717661700000,255,4,0,dn,nm
1717662000000,260,4,0,dn,mv
1717662300000,265,4,0,dn,mv
1717662600000,270,4,0,dn,mv
1717662900000,275,4,0,dn,mv
1717663200000,280,4,0,dn,mv
1717663500000,285,4,0,up,nm
1717663800000,290,4,0,dn,nm
1717664100000,295,4,0,up,mv
1717664400000,300,4,0,up,nm
1717664700000,305,4,0,dn,mv
1717665000000,310,4,0,dn,mv
1717665300000,315,4,0,dn,nm
1717665600000,320,4,0,dn,mv
1717665900000,325,4,0,up,mv
1717666200000,330,4,0,dn,mv
1717666500000,335,4,0,dn,nm
1717666800000,340,4,0,dn,nm
1717667100000,345,4,0,up,mv
1717667400000,350,4,0,up,mv
1717667700000,355,4,0,up,mv
1717668000000,360,4,0,up,nm
1717668300000,365,4,0,dn,mv
1717668600000,370,4,0,up,nm
1717668900000,375,4,0,dn,nm
1717669200000,380,4,0,up,mv
1717669500000,385,4,0,up,nm
1717669800000,390,4,0,up,nm
1717670100000,395,4,0,dn,nm
1717670400000,400,4,0,up,mv
1717670700000,405,4,0,up,mv
1717671000000,410,4,0,up,mv
1717671300000,415,4,0,up,mv
1717671600000,420,4,0,dn,nm
1717671900000,425,4,0,up,nm
1717672200000,430,4,0,dn,nm
1717672500000,435,4,0,up,nm
1717672800000,440,4,0,dn,nm
1717673100000,445,4,0,dn,mv
1717673400000,450,4,0,up,nm
1717673700000,455,4,0,dn,nm
1717674000000,460,4,0,up,mv
1717674300000,465,4,0,up,mv
1717674600000,470,4,0,dn,mv
1717674900000,475,4,0,up,mv
1717675200000,480,4,0,dn,mv
1717675500000,485,4,0,up,mv
1717675800000,490,4,0,up,mv
1717676100000,495,4,0,dn,mv
1717676400000,500,4,0,up,mv
1717676700000,505,4,0,dn,mv
1717677000000,510,4,0,dn,mv
1717677300000,515,4,0,up,mv
1717677600000,520,4,0,dn,mv
1717677900000,525,4,1,up,mv
1717678200000,530,4,1,dn,mv
1717678500000,535,4,1,dn,nm
1717678800000,540,4,1,dn,nm
1717679100000,545,4,1,up,mv
1717679400000,550,4,1,up,mv
1717679700000,555,4,1,up,mv
1717680000000,560,4,1,up,mv
1717680300000,565,4,1,dn,mv
1717680600000,570,4,1,up,mv
1717680900000,575,4,1,up,mv
1717681200000,580,4,1,dn,mv
1717681500000,585,4,1,dn,mv
1717681800000,590,4,1,dn,mv
1717682100000,595,4,1,up,mv
1717682400000,600,4,1,up,nm
1717682700000,605,4,1,dn,mv
1717683000000,610,4,1,up,mv
1717683300000,615,4,1,up,nm
1717683600000,620,4,1,dn,mv
1717683900000,625,4,1,dn,mv
1717684200000,630,4,1,up,nm
1717684500000,635,4,1,up,nm
1717684800000,640,4,1,dn,mv
1717685100000,645,4,1,dn,mv
1717685400000,650,4,1,dn,nm
1717685700000,655,4,1,up,nm
1717686000000,660,4,1,up,nm
1717686300000,665,4,1,dn,mv
1717686600000,670,4,1,up,nm
1717686900000,675,4,1,dn,mv
1717687200000,680,4,1,up,nm
1717687500000,685,4,1,dn,mv
1717687800000,690,4,1,dn,mv
1717688100000,695,4,1,dn,nm
1717688400000,700,4,1,dn,nm
1717688700000,705,4,1,up,nm
1717689000000,710,4,1,dn,nm
1717689300000,715,4,1,up,nm
1717689600000,720,4,1,dn,mv
1717689900000,725,4,1,dn,mv
1717690200000,730,4,1,dn,mv
1717690500000,735,4,1,dn,mv
1717690800000,740,4,1,dn,mv
1717691100000,745,4,1,dn,mv
1717691400000,750,4,1,dn,nm
1717691700000,755,4,1,dn,nm
1717692000000,760,4,1,up,nm
1717692300000,765,4,1,dn,mv
1717692600000,770,4,1,dn,nm
1717692900000,775,4,1,up,mv
1717693200000,780,4,1,dn,nm
1717693500000,785,4,1,up,mv
1717693800000,790,4,1,up,mv
1717694100000,795,4,1,up,mv
1717694400000,800,4,1,dn,mv
1717694700000,805,4,1,up,nm
1717695000000,810,4,1,up,nm
1717695300000,815,4,1,dn,nm
1717695600000,820,4,1,dn,nm
1717695900000,825,4,1,up,mv
1717696200000,830,4,1,dn,mv
1717696500000,835,4,1,dn,mv
1717696800000,840,4,1,dn,mv
1717697100000,845,4,1,up,mv
1717697400000,850,4,1,up,mv
1717697700000,855,4,1,up,nm
1717698000000,860,4,1,dn,nm
1717698300000,865,4,1,up,mv
1717698600000,870,4,1,dn,mv
1717698900000,875,4,1,up,mv
1717699200000,880,4,1,up,mv
1717699500000,885,4,1,up,mv
1717699800000,890,4,1,dn,nm
1717700100000,895,4,1,dn,nm
1717700400000,900,4,1,up,nm
1717700700000,905,4,1,dn,mv
1717701000000,910,4,1,up,mv
1717701300000,915,4,1,dn,nm
1717701600000,920,4,1,up,nm
1717701900000,925,4,1,dn,mv
1717702200000,930,4,1,dn,nm
1717702500000,935,4,1,dn,nm
1717702800000,940,4,1,up,mv
1717703100000,945,4,0,dn,nm
1717703400000,950,4,0,up,nm
1717703700000,955,4,0,dn,mv
1717704000000,960,4,0,up,nm
1717704300000,965,4,0,dn,nm
1717704600000,970,4,0,up,nm
1717704900000,975,4,0,up,nm
1717705200000,980,4,0,dn,nm
1717705500000,985,4,0,up,nm
1717705800000,990,4,0,dn,nm
1717706100000,995,4,0,dn,nm
1717706400000,1000,4,0,dn,nm
1717706700000,1005,4,0,up,nm
1717707000000,1010,4,0,up,nm
1717707300000,1015,4,0,dn,nm
1717711200000,1080,5,0,dn,nm
1717711500000,1085,5,0,up,nm
1717711800000,1090,5,0,up,nm
1717712100000,1095,5,0,dn,nm
1717712400000,1100,5,0,up,nm
1717712700000,1105,5,0,up,nm
1717713000000,1110,5,0,up,nm
1717713300000,1115,5,0,up,nm
1717713600000,1120,5,0,dn,nm
1717713900000,1125,5,0,up,nm
1717714200000,1130,5,0,dn,nm
1717714500000,1135,5,0,dn,nm
1717714800000,1140,5,0,dn,nm
1717715100000,1145,5,0,up,nm
1717715400000,1150,5,0,dn,nm
1717715700000,1155,5,0,up,nm
1717716000000,1160,5,0,dn,nm
1717716300000,1165,5,0,dn,nm
1717716600000,1170,5,0,dn,nm
1717716900000,1175,5,0,up,nm
1717717200000,1180,5,0,dn,nm
1717717500000,1185,5,0,dn,mv
1717717800000,1190,5,0,up,nm
1717718100000,1195,5,0,up,nm
1717718400000,1200,5,0,dn,mv
1717718700000,1205,5,0,up,nm
1717719000000,1210,5,0,up,nm
1717719300000,1215,5,0,dn,nm
1717719600000,1220,5,0,dn,nm
1717719900000,1225,5,0,dn,mv
1717720200000,1230,5,0,up,mv
1717720500000,1235,5,0,up,mv
1717720800000,1240,5,0,up,nm
1717721100000,1245,5,0,dn,nm
1717721400000,1250,5,0,dn,nm
1717721700000,1255,5,0,up,nm
1717722000000,1260,5,0,dn,nm
1717722300000,1265,5,0,up,nm
1717722600000,1270,5,0,dn,mv
1717722900000,1275,5,0,dn,mv
1717723200000,1280,5,0,up,mv
1717723500000,1285,5,0,up,mv
1717723800000,1290,5,0,dn,mv
1717724100000,1295,5,0,up,mv
1717724400000,1300,5,0,up,nm
1717724700000,1305,5,0,up,nm
1717725000000,1310,5,0,dn,mv
1717725300000,1315,5,0,dn,mv
1717725600000,1320,5,0,dn,mv
1717725900000,1325,5,0,up,mv
1717726200000,1330,5,0,up,mv
1717726500000,1335,5,0,up,nm
1717726800000,1340,5,0,up,mv
1717727100000,1345,5,0,dn,nm
1717727400000,1350,5,0,dn,mv
1717727700000,1355,5,0,up,mv
1717728000000,1360,5,0,up,nm
1717728300000,1365,5,0,up,mv
1717728600000,1370,5,0,dn,mv
1717728900000,1375,5,0,dn,mv
1717729200000,1380,5,0,up,mv
1717729500000,1385,5,0,dn,mv
1717729800000,1390,5,0,dn,mv
1717730100000,1395,5,0,dn,mv
1717730400000,1400,5,0,dn,nm
1717730700000,1405,5,0,up,nm
1717731000000,1410,5,0,up,nm
1717731300000,1415,5,0,dn,mv
1717731600000,1420,5,0,up,nm
1717731900000,1425,5,0,dn,mv
1717732200000,1430,5,0,dn,mv
1717732500000,1435,5,0,up,mv
1717732800000,0,5,0,dn,mv
1717733100000,5,5,0,up,mv
1717733400000,10,5,0,up,mv
1717733700000,15,5,0,dn,mv
1717734000000,20,5,0,up,nm
1717734300000,25,5,0,dn,mv
1717734600000,30,5,0,up,mv
1717734900000,35,5,0,dn,mv
1717735200000,40,5,0,up,mv
1717735500000,45,5,0,up,mv
1717735800000,50,5,0,up,mv
1717736100000,55,5,0,up,nm
1717736400000,60,5,0,dn,nm
1717736700000,65,5,0,dn,nm
1717737000000,70,5,0,dn,mv
1717737300000,75,5,0,up,mv
1717737600000,80,5,0,up,mv
1717737900000,85,5,0,up,mv
1717738200000,90,5,0,up,nm
1717738500000,95,5,0,dn,mv
1717738800000,100,5,0,dn,mv
1717739100000,105,5,0,dn,mv
1717739400000,110,5,0,dn,mv
1717739700000,115,5,0,up,mv
1717740000000,120,5,0,dn,mv
1717740300000,125,5,0,dn,mv
1717740600000,130,5,0,dn,mv
1717740900000,135,5,0,up,mv
1717741200000,140,5,0,up,mv
1717741500000,145,5,0,dn,mv
1717741800000,150,5,0,up,nm
1717742100000,155,5,0,dn,nm
1717742400000,160,5,0,up,mv
1717742700000,165,5,0,up,nm
1717743000000,170,5,0,dn,mv
1717743300000,175,5,0,up,mv
1717743600000,180,5,0,dn,mv
1717743900000,185,5,0,up,mv
1717744200000,190,5,0,dn,mv
1717744500000,195,5,0,dn,mv
1717744800000,200,5,0,dn,mv
1717745100000,205,5,0,up,nm
1717745400000,210,5,0,dn,mv
1717745700000,215,5,0,up,nm
1717746000000,220,5,0,dn,mv
1717746300000,225,5,0,dn,nm
1717746600000,230,5,0,up,mv
1717746900000,235,5,0,dn,mv
1717747200000,240,5,0,up,mv
1717747500000,245,5,0,up,mv
1717747800000,250,5,0,dn,nm
1717748100000,255,5,0,dn,mv
1717748400000,260,5,0,up,nm
1717748700000,265,5,0,dn,mv
1717749000000,270,5,0,dn,mv
1717749300000,275,5,0,up,mv
1717749600000,280,5,0,dn,mv
1717749900000,285,5,0,dn,mv
1717750200000,290,5,0,up,nm
1717750500000,295,5,0,up,nm
1717750800000,300,5,0,dn,mv
1717751100000,305,5,0,up,nm
1717751400000,310,5,0,dn,nm
1717751700000,315,5,0,up,mv
1717752000000,320,5,0,up,mv
1717752300000,325,5,0,dn,nm
1717752600000,330,5,0,up,mv
1717752900000,335,5,0,dn,mv
1717753200000,340,5,0,up,nm
1717753500000,345,5,0,dn,nm
1717753800000,350,5,0,up,nm
1717754100000,355,5,0,up,mv
1717754400000,360,5,0,dn,mv
1717754700000,365,5,0,dn,nm
1717755000000,370,5,0,dn,nm
1717755300000,375,5,0,up,mv
1717755600000,380,5,0,dn,nm
1717755900000,385,5,0,up,nm
1717756200000,390,5,0,dn,mv
1717756500000,395,5,0,dn,mv
1717756800000,400,5,0,dn,mv
1717757100000,405,5,0,up,nm
1717757400000,410,5,0,dn,mv
1717757700000,415,5,0,dn,mv
1717758000000,420,5,0,dn,nm
1717758300000,425,5,0,dn,mv
1717758600000,430,5,0,up,nm
1717758900000,435,5,0,dn,mv
1717759200000,440,5,0,up,mv
1717759500000,445,5,0,up,mv
1717759800000,450,5,0,up,mv
1717760100000,455,5,0,up,mv
1717760400000,460,5,0,dn,nm
1717760700000,465,5,0,up,mv
1717761000000,470,5,0,dn,nm
1717761300000,475,5,0,up,mv
1717761600000,480,5,0,dn,mv
1717761900000,485,5,0,up,nm
1717762200000,490,5,0,dn,nm
1717762500000,495,5,0,dn,mv
1717762800000,500,5,0,up,mv
1717763100000,505,5,0,dn,mv
1717763400000,510,5,0,dn,mv
1717763700000,515,5,0,dn,mv
1717764000000,520,5,0,up,mv
1717764300000,525,5,1,dn,mv
1717764600000,530,5,1,up,mv
1717764900000,535,5,1,up,mv
1717765200000,540,5,1,up,mv
1717765500000,545,5,1,dn,nm
1717765800000,550,5,1,up,mv
1717766100000,555,5,1,dn,mv
1717766400000,560,5,1,up,mv
1717766700000,565,5,1,dn,nm
1717767000000,570,5,1,up,mv
1717767300000,575,5,1,up,mv
1717767600000,580,5,1,up,nm
1717767900000,585,5,1,up,nm
1717768200000,590,5,1,dn,nm
1717768500000,595,5,1,up,nm
1717768800000,600,5,1,up,nm
1717769100000,605,5,1,dn,nm
1717769400000,610,5,1,up,nm
1717769700000,615,5,1,dn,nm
1717770000000,620,5,1,up,mv
1717770300000,625,5,1,dn,mv
1717770600000,630,5,1,up,mv
1717770900000,635,5,1,up,nm
1717771200000,640,5,1,up,mv
1717771500000,645,5,1,dn,mv
1717771800000,650,5,1,dn,mv
1717772100000,655,5,1,dn,mv
1717772400000,660,5,1,dn,nm
1717772700000,665,5,1,up,mv
1717773000000,670,5,1,dn,nm
1717773300000,675,5,1,up,mv
1717773600000,680,5,1,up,nm
1717773900000,685,5,1,up,nm
1717774200000,690,5,1,dn,nm
1717774500000,695,5,1,dn,nm
1717774800000,700,5,1,up,nm
1717775100000,705,5,1,dn,nm
1717775400000,710,5,1,up,nm
1717775700000,715,5,1,dn,nm
1717776000000,720,5,1,up,nm
1717776300000,725,5,1,dn,nm
1717776600000,730,5,1,up,mv
1717776900000,735,5,1,up,nm
1717777200000,740,5,1,up,nm
1717777500000,745,5,1,dn,nm
1717777800000,750,5,1,dn,nm
1717778100000,755,5,1,dn,nm
1717778400000,760,5,1,dn,mv
1717778700000,765,5,1,up,mv
1717779000000,770,5,1,up,nm
1717779300000,775,5,1,dn,nm
1717779600000,780,5,1,up,mv
1717779900000,785,5,1,up,mv
1717780200000,790,5,1,up,nm
1717780500000,795,5,1,up,nm
1717780800000,800,5,1,dn,mv
1717781100000,805,5,1,up,nm
1717781400000,810,5,1,dn,nm
1717781700000,815,5,1,dn,nm
1717782000000,820,5,1,dn,nm
1717782300000,825,5,1,up,mv
1717782600000,830,5,1,dn,mv
1717782900000,835,5,1,dn,mv
1717783200000,840,5,1,dn,mv
1717783500000,845,5,1,dn,nm
1717783800000,850,5,1,up,mv
1717784100000,855,5,1,up,mv
1717784400000,860,5,1,up,nm
1717784700000,865,5,1,dn,mv
1717785000000,870,5,1,up,mv
1717785300000,875,5,1,up,nm
1717785600000,880,5,1,dn,nm
1717785900000,885,5,1,up,nm
1717786200000,890,5,1,dn,mv
1717786500000,895,5,1,up,mv
1717786800000,900,5,1,dn,mv
1717787100000,905,5,1,dn,mv
1717787400000,910,5,1,dn,mv
1717787700000,915,5,1,up,mv
1717788000000,920,5,1,up,nm
1717788300000,925,5,1,dn,nm
1717788600000,930,5,1,dn,mv
1717788900000,935,5,1,up,nm
1717789200000,940,5,1,dn,mv
1717789500000,945,5,0,up,nm
1717789800000,950,5,0,dn,mv
1717790100000,955,5,0,dn,mv
1717790400000,960,5,0,dn,nm
1717790700000,965,5,0,dn,nm
1717791000000,970,5,0,up,nm
1717791300000,975,5,0,dn,nm
1717791600000,980,5,0,dn,nm
1717791900000,985,5,0,up,nm
1717792200000,990,5,0,dn,nm
1717792500000,995,5,0,dn,nm
1717792800000,1000,5,0,up,nm
1717793100000,1005,5,0,up,nm
1717793400000,1010,5,0,dn,mv
1717793700000,1015,5,0,up,mv
1717970400000,1080,1,0,up,nm
1717970700000,1085,1,0,dn,nm
1717971000000,1090,1,0,dn,nm
1717971300000,1095,1,0,dn,nm
1717971600000,1100,1,0,up,nm
1717971900000,1105,1,0,dn,nm
1717972200000,1110,1,0,dn,nm
1717972500000,1115,1,0,dn,nm
1717972800000,1120,1,0,dn,nm
1717973100000,1125,1,0,up,nm
1717973400000,1130,1,0,up,nm
1717973700000,1135,1,0,dn,nm
1717974000000,1140,1,0,dn,nm
1717974300000,1145,1,0,dn,nm
1717974600000,1150,1,0,up,nm
1717974900000,1155,1,0,dn,nm
1717975200000,1160,1,0,up,nm
1717975500000,1165,1,0,dn,nm
1717975800000,1170,1,0,dn,nm
1717976100000,1175,1,0,dn,nm
1717976400000,1180,1,0,dn,nm
1717976700000,1185,1,0,up,mv
1717977000000,1190,1,0,dn,nm
1717977300000,1195,1,0,up,nm
1717977600000,1200,1,0,dn,mv
1717977900000,1205,1,0,dn,nm
1717978200000,1210,1,0,dn,nm
1717978500000,1215,1,0,up,nm
1717978800000,1220,1,0,dn,nm
1717979100000,1225,1,0,up,nm
1717979400000,1230,1,0,dn,nm
1717979700000,1235,1,0,up,nm
1717980000000,1240,1,0,up,nm
1717980300000,1245,1,0,dn,nm
1717980600000,1250,1,0,up,nm
1717980900000,1255,1,0,dn,nm
1717981200000,1260,1,0,dn,nm
1717981500000,1265,1,0,up,nm
1717981800000,1270,1,0,dn,nm
1717982100000,1275,1,0,dn,nm
1717982400000,1280,1,0,up,nm
1717982700000,1285,1,0,up,nm
1717983000000,1290,1,0,dn,nm
1717983300000,1295,1,0,dn,nm
1717983600000,1300,1,0,dn,mv
1717983900000,1305,1,0,up,nm
1717984200000,1310,1,0,up,nm
1717984500000,1315,1,0,dn,mv
1717984800000,1320,1,0,dn,nm
1717985100000,1325,1,0,dn,nm
1717985400000,1330,1,0,up,nm
1717985700000,1335,1,0,dn,mv
1717986000000,1340,1,0,dn,nm
1717986300000,1345,1,0,dn,nm
1717986600000,1350,1,0,up,mv
1717986900000,1355,1,0,dn,nm
1717987200000,1360,1,0,up,mv
1717987500000,1365,1,0,dn,mv
1717987800000,1370,1,0,dn,mv
1717988100000,1375,1,0,up,mv
1717988400000,1380,1,0,up,mv
1717988700000,1385,1,0,up,mv
1717989000000,1390,1,0,dn,nm
1717989300000,1395,1,0,up,nm
1717989600000,1400,1,0,dn,mv
1717989900000,1405,1,0,dn,mv
1717990200000,1410,1,0,dn,mv
1717990500000,1415,1,0,dn,mv
1717990800000,1420,1,0,dn,nm
1717991100000,1425,1,0,up,mv
1717991400000,1430,1,0,up,nm
1717991700000,1435,1,0,up,nm
1717992000000,0,1,0,dn,nm
1717992300000,5,1,0,up,mv
1717992600000,10,1,0,dn,nm
1717992900000,15,1,0,up,nm
1717993200000,20,1,0,dn,nm
1717993500000,25,1,0,dn,nm
1717993800000,30,1,0,up,mv
1717994100000,35,1,0,up,mv
1717994400000,40,1,0,up,nm
1717994700000,45,1,0,dn,nm
1717995000000,50,1,0,dn,nm
1717995300000,55,1,0,up,nm
1717995600000,60,1,0,dn,nm
1717995900000,65,1,0,up,nm
1717996200000,70,1,0,up,nm
1717996500000,75,1,0,dn,nm
1717996800000,80,1,0,dn,mv
1717997100000,85,1,0,dn,nm
1717997400000,90,1,0,dn,mv
1717997700000,95,1,0,up,nm
1717998000000,100,1,0,dn,nm
1717998300000,105,1,0,up,mv
1717998600000,110,1,0,up,mv
1717998900000,115,1,0,dn,mv
1717999200000,120,1,0,up,nm
1717999500000,125,1,0,up,mv
1717999800000,130,1,0,dn,mv
1718000100000,135,1,0,dn,mv
1718000400000,140,1,0,dn,mv
1718000700000,145,1,0,up,mv
1718001000000,150,1,0,dn,nm
1718001300000,155,1,0,up,nm
1718001600000,160,1,0,dn,mv
1718001900000,165,1,0,dn,mv
1718002200000,170,1,0,dn,mv
1718002500000,175,1,0,up,nm
1718002800000,180,1,0,dn,mv
1718003100000,185,1,0,dn,nm
1718003400000,190,1,0,dn,mv
1718003700000,195,1,0,up,mv
1718004000000,200,1,0,up,nm
1718004300000,205,1,0,up,mv
1718004600000,210,1,0,dn,mv
1718004900000,215,1,0,dn,mv
1718005200000,220,1,0,up,mv
1718005500000,225,1,0,up,mv
1718005800000,230,1,0,up,nm
1718006100000,235,1,0,dn,nm
1718006400000,240,1,0,up,mv
1718006700000,245,1,0,dn,nm
1718007000000,250,1,0,dn,mv
1718007300000,255,1,0,up,nm
1718007600000,260,1,0,dn,mv
1718007900000,265,1,0,up,nm
1718008200000,270,1,0,dn,mv
1718008500000,275,1,0,dn,mv
1718008800000,280,1,0,dn,mv
1718009100000,285,1,0,dn,mv
1718009400000,290,1,0,dn,mv
1718009700000,295,1,0,dn,mv
1718010000000,300,1,0,dn,nm
1718010300000,305,1,0,dn,mv
1718010600000,310,1,0,dn,mv
1718010900000,315,1,0,dn,mv
1718011200000,320,1,0,up,mv
1718011500000,325,1,0,up,mv
1718011800000,330,1,0,dn,mv
1718012100000,335,1,0,dn,nm
1718012400000,340,1,0,dn,nm
1718012700000,345,1,0,up,nm
1718013000000,350,1,0,up,mv
1718013300000,355,1,0,dn,nm
1718013600000,360,1,0,up,mv
1718013900000,365,1,0,dn,nm
1718014200000,370,1,0,up,mv
1718014500000,375,1,0,up,mv
1718014800000,380,1,0,up,mv
1718015100000,385,1,0,up,mv
1718015400000,390,1,0,dn,nm
1718015700000,395,1,0,dn,nm
1718016000000,400,1,0,up,nm
1718016300000,405,1,0,dn,nm
1718016600000,410,1,0,dn,nm
1718016900000,415,1,0,up,mv
1718017200000,420,1,0,up,mv
1718017500000,425,1,0,up,mv
1718017800000,430,1,0,up,mv
1718018100000,435,1,0,up,mv
1718018400000,440,1,0,up,nm
1718018700000,445,1,0,up,nm
1718019000000,450,1,0,dn,mv
1718019300000,455,1,0,up,nm
1718019600000,460,1,0,dn,mv
1718019900000,465,1,0,dn,nm
1718020200000,470,1,0,dn,mv
1718020500000,475,1,0,up,mv
1718020800000,480,1,0,up,nm
1718021100000,485,1,0,dn,nm
1718021400000,490,1,0,up,nm
1718021700000,495,1,0,dn,nm
1718022000000,500,1,0,up,mv
1718022300000,505,1,0,dn,mv
1718022600000,510,1,0,dn,mv
1718022900000,515,1,0,dn,mv
1718023200000,520,1,0,dn,mv
1718023500000,525,1,1,dn,mv
1718023800000,530,1,1,dn,mv
1718024100000,535,1,1,dn,nm
1718024400000,540,1,1,up,mv
1718024700000,545,1,1,up,mv
1718025000000,550,1,1,dn,nm
1718025300000,555,1,1,up,mv
1718025600000,560,1,1,up,nm
1718025900000,565,1,1,dn,mv
1718026200000,570,1,1,dn,mv
1718026500000,575,1,1,up,nm
1718026800000,580,1,1,dn,mv
1718027100000,585,1,1,up,mv
1718027400000,590,1,1,up,mv
1718027700000,595,1,1,up,nm
