Strategy report
Symbol: /MES:XCME
Work Time: 3/2/25, 6:01 PM - 3/3/25, 10:26 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
135;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,967.50;3/2/25, 7:08 PM;$17.50;$771.25;-5.0;
136;dataCol_V6(5,967.5|5,964|5,967.5|761|1,740,960,420);Buy to Open;1;5.0;$5,964.00;3/2/25, 7:08 PM;;$788.75;0.0;
137;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,968.25;3/2/25, 7:09 PM;$8.75;$788.75;-5.0;
138;dataCol_V6(5,968.25|5,966.5|5,967.5|374|1,740,960,480);Buy to Open;1;5.0;$5,966.50;3/2/25, 7:09 PM;;$797.50;0.0;
139;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,969.25;3/2/25, 7:10 PM;$10.00;$803.75;-5.0;
140;dataCol_V6(5,969.25|5,967.25|5,968.25|288|1,740,960,540);Buy to Open;1;5.0;$5,967.25;3/2/25, 7:10 PM;;$807.50;0.0;
141;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,968.75;3/2/25, 7:11 PM;$7.50;$820.00;-5.0;
142;dataCol_V6(5,968.75|5,967.25|5,968|187|1,740,960,600);Buy to Open;1;5.0;$5,967.25;3/2/25, 7:11 PM;;$815.00;0.0;
143;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,968.50;3/2/25, 7:12 PM;$12.50;$832.50;-5.0;
144;dataCol_V6(5,968.5|5,966|5,966.25|390|1,740,960,660);Buy to Open;1;5.0;$5,966.00;3/2/25, 7:12 PM;;$827.50;0.0;
145;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,967.75;3/2/25, 7:13 PM;$16.25;$848.75;-5.0;
146;dataCol_V6(5,967.75|5,964.5|5,965|461|1,740,960,720);Buy to Open;1;5.0;$5,964.50;3/2/25, 7:13 PM;;$843.75;0.0;
